№,Province,District,Sub-District,Neighbourhood,Zip Code,tkgeo_country:idIso,geocotk:idIso
554,ADANA,SARIÇAM,MERKEZKÖYLER,ÇAYLI KÖYÜ,01790,TK,TK
555,ADANA,SARIÇAM,MERKEZKÖYLER,ÇİÇEKLİ KÖYÜ,01790,TK,TK
556,ADANA,SARIÇAM,MERKEZKÖYLER,ÇİRİŞGEDİĞİ KÖYÜ,01790,TK,TK
557,ADANA,SARIÇAM,MERKEZKÖYLER,DUTLUCA(BOCU) KÖYÜ,01790,TK,TK
558,ADANA,SARIÇAM,MERKEZKÖYLER,EĞERCİUŞAĞI KÖYÜ,01790,TK,TK
559,ADANA,SARIÇAM,MERKEZKÖYLER,GÖKBÜVET KÖYÜ,01790,TK,TK
560,ADANA,SARIÇAM,MERKEZKÖYLER,HAKKIBEYLİ KÖYÜ,01790,TK,TK
561,ADANA,SARIÇAM,MERKEZKÖYLER,HASANBEYLİ KÖYÜ,01790,TK,TK
562,ADANA,SARIÇAM,MERKEZKÖYLER,HOCALI KÖYÜ,01790,TK,TK
563,ADANA,SARIÇAM,MERKEZKÖYLER,KARAÖMERLİ KÖYÜ,01790,TK,TK
564,ADANA,SARIÇAM,MERKEZKÖYLER,KARAYUSUFLU KÖYÜ,01790,TK,TK
565,ADANA,SARIÇAM,MERKEZKÖYLER,KARGAKEKEÇ KÖYÜ,01790,TK,TK
566,ADANA,SARIÇAM,MERKEZKÖYLER,KARLIK KÖYÜ,01790,TK,TK
567,ADANA,SARIÇAM,MERKEZKÖYLER,KAŞOBASI KÖYÜ,01790,TK,TK
568,ADANA,SARIÇAM,MERKEZKÖYLER,KEPEZTEPE KÖYÜ,01790,TK,TK
569,ADANA,SARIÇAM,MERKEZKÖYLER,KILBAŞ KÖYÜ,01790,TK,TK
570,ADANA,SARIÇAM,MERKEZKÖYLER,KILIÇLI KÖYÜ,01790,TK,TK
571,ADANA,SARIÇAM,MERKEZKÖYLER,KIZILKAŞ KÖYÜ,01790,TK,TK
572,ADANA,SARIÇAM,MERKEZKÖYLER,KÖSEFAKILI KÖYÜ,01790,TK,TK
573,ADANA,SARIÇAM,MERKEZKÖYLER,MALTEPE KÖYÜ,01790,TK,TK
574,ADANA,SARIÇAM,MERKEZKÖYLER,MENEKŞE KÖYÜ,01790,TK,TK
575,ADANA,SARIÇAM,MERKEZKÖYLER,MUSTAFALAR KÖYÜ,01790,TK,TK
576,ADANA,SARIÇAM,MERKEZKÖYLER,SARIÇAM KÖYÜ,01790,TK,TK
577,ADANA,SARIÇAM,MERKEZKÖYLER,TURUNÇLU KÖYÜ,01790,TK,TK
578,ADANA,SARIÇAM,MERKEZKÖYLER,ÜNLÜCE KÖYÜ,01790,TK,TK
579,ADANA,SARIÇAM,MERKEZKÖYLER,YAĞIZLAR KÖYÜ,01790,TK,TK
580,ADANA,SARIÇAM,MERKEZKÖYLER,YARIMCA KÖYÜ,01790,TK,TK
581,ADANA,SARIÇAM,MERKEZKÖYLER,YENİYAYLA KÖYÜ,01790,TK,TK
582,ADANA,SARIÇAM,REMZİOĞUZARIK,AYVALI MAH.,01250,TK,TK
583,ADANA,SARIÇAM,REMZİOĞUZARIK,BAYRAMHACILI MAH.,01250,TK,TK
584,ADANA,SARIÇAM,REMZİOĞUZARIK,BEYCELI MAH.,01250,TK,TK
585,ADANA,SARIÇAM,REMZİOĞUZARIK,ÇARKIPARE MAH.,01250,TK,TK
586,ADANA,SARIÇAM,REMZİOĞUZARIK,ÇINARLI MAH.,01250,TK,TK
587,ADANA,SARIÇAM,REMZİOĞUZARIK,ESENTEPE MAH.,01250,TK,TK
588,ADANA,SARIÇAM,REMZİOĞUZARIK,GÜLTEPE MAH.,01250,TK,TK
589,ADANA,SARIÇAM,REMZİOĞUZARIK,MEHMETAKİFERSOY MAH.,01250,TK,TK
590,ADANA,SARIÇAM,REMZİOĞUZARIK,ORHANGAZI MAH.,01250,TK,TK
591,ADANA,SARIÇAM,REMZİOĞUZARIK,REMZİOĞUZARIK MAH.,01250,TK,TK
592,ADANA,SARIÇAM,REMZİOĞUZARIK,SOFUDEDE MAH.,01250,TK,TK
593,ADANA,SARIÇAM,REMZİOĞUZARIK,ŞAHİNTEPE MAH.,01250,TK,TK
594,ADANA,SARIÇAM,REMZİOĞUZARIK,YAVUZSULTANSELİM MAH.,01250,TK,TK
595,ADANA,SARIÇAM,REMZİOĞUZARIK,YEŞİLTEPE MAH.,01250,TK,TK
596,ADANA,SARIÇAM,REMZİOĞUZARIK,YILDIRIMBEYAZIT MAH.,01250,TK,TK
597,ADANA,SEYHAN,AKKAPI,AKKAPI MAH.,01040,TK,TK
598,ADANA,SEYHAN,AKKAPI,DAĞLIOĞLU MAH.,01040,TK,TK
599,ADANA,SEYHAN,DENİZLİ,AHMETREMZİYÜREĞİR MAH.,01130,TK,TK
600,ADANA,SEYHAN,DENİZLİ,DENİZLİ MAH.,01130,TK,TK
601,ADANA,SEYHAN,DENİZLİ,DÖŞEME MAH.,01130,TK,TK
602,ADANA,SEYHAN,DENİZLİ,KURTULUŞ MAH.,01130,TK,TK
603,ADANA,SEYHAN,DENİZLİ,MİTHATPAŞA MAH.,01130,TK,TK
604,ADANA,SEYHAN,DENİZLİ,SAKARYA MAH.,01130,TK,TK
605,ADANA,SEYHAN,EMEK,EMEK MAH.,01080,TK,TK
606,ADANA,SEYHAN,EMEK,OVA MAH.,01080,TK,TK
607,ADANA,SEYHAN,EMEK,ŞAKİRPAŞA MAH.,01080,TK,TK
608,ADANA,SEYHAN,EMEK,UÇAK MAH.,01080,TK,TK
609,ADANA,SEYHAN,FEVZİPAŞA,AYDINLAR MAH.,01190,TK,TK
610,ADANA,SEYHAN,FEVZİPAŞA,BARIŞ MAH.,01190,TK,TK
611,ADANA,SEYHAN,FEVZİPAŞA,FEVZİPAŞA MAH.,01190,TK,TK
612,ADANA,SEYHAN,GAZİPAŞA,CEMALPAŞA MAH.,01120,TK,TK
613,ADANA,SEYHAN,GAZİPAŞA,ÇINARLI MAH.,01120,TK,TK
614,ADANA,SEYHAN,GAZİPAŞA,REŞATBEY MAH.,01120,TK,TK
615,ADANA,SEYHAN,GÜLBAHÇESİ,GÜLBAHÇESİ MAH.,01050,TK,TK
616,ADANA,SEYHAN,GÜRSELPAŞA,2000EVLER MAH.,01200,TK,TK
617,ADANA,SEYHAN,GÜRSELPAŞA,BAHÇEŞEHİR MAH.,01200,TK,TK
618,ADANA,SEYHAN,GÜRSELPAŞA,GÜRSELPAŞA MAH.,01200,TK,TK
619,ADANA,SEYHAN,GÜRSELPAŞA,YENİ MAH.,01200,TK,TK
620,ADANA,SEYHAN,HADIRLI,HADIRLI MAH.,01365,TK,TK
621,ADANA,SEYHAN,HÜKÜMET,ALİDEDE MAH.,01020,TK,TK
622,ADANA,SEYHAN,HÜKÜMET,BEŞOCAK MAH.,01020,TK,TK
623,ADANA,SEYHAN,HÜKÜMET,HÜRRİYET MAH.,01020,TK,TK
624,ADANA,SEYHAN,HÜKÜMET,MESTANZADE MAH.,01020,TK,TK
625,ADANA,SEYHAN,HÜKÜMET,SARIYAKUP MAH.,01020,TK,TK
626,ADANA,SEYHAN,HÜKÜMET,ŞEHİTDURAN MAH.,01020,TK,TK
627,ADANA,SEYHAN,HÜKÜMET,TÜRKOCAĞI MAH.,01020,TK,TK
628,ADANA,SEYHAN,HÜKÜMET,YENİBEY MAH.,01020,TK,TK
629,ADANA,SEYHAN,KARAYUSUFLU,BAHÇELİEVLER MAH.,01355,TK,TK
630,ADANA,SEYHAN,KARAYUSUFLU,BÜYÜKÇILDIRIM MAH.,01355,TK,TK
631,ADANA,SEYHAN,KARAYUSUFLU,BÜYÜKDİKİLİ MAH.,01355,TK,TK
632,ADANA,SEYHAN,KARAYUSUFLU,CAMUZCU MAH.,01355,TK,TK
633,ADANA,SEYHAN,KARAYUSUFLU,ÇAPUTÇU MAH.,01355,TK,TK
634,ADANA,SEYHAN,KARAYUSUFLU,DERVIŞLER MAH.,01355,TK,TK
635,ADANA,SEYHAN,KARAYUSUFLU,DÖRTAĞAÇ MAH.,01355,TK,TK
636,ADANA,SEYHAN,KARAYUSUFLU,GÖKÇELER MAH.,01355,TK,TK
637,ADANA,SEYHAN,KARAYUSUFLU,GÖLBAŞI MAH.,01355,TK,TK
638,ADANA,SEYHAN,KARAYUSUFLU,KARAKUYU MAH.,01355,TK,TK
639,ADANA,SEYHAN,KARAYUSUFLU,KAYIŞLI MAH.,01355,TK,TK
640,ADANA,SEYHAN,KARAYUSUFLU,KAYIŞLI MAH.,01355,TK,TK
641,ADANA,SEYHAN,KARAYUSUFLU,KOYUNCU MAH.,01355,TK,TK
642,ADANA,SEYHAN,KARAYUSUFLU,KÖYLÜOĞLU MAH.,01355,TK,TK
643,ADANA,SEYHAN,KARAYUSUFLU,KUYUMCULAR MAH.,01355,TK,TK
644,ADANA,SEYHAN,KARAYUSUFLU,KÜÇÜKÇILDIRIM MAH.,01355,TK,TK
645,ADANA,SEYHAN,KARAYUSUFLU,MÜRSELOĞLU MAH.,01355,TK,TK
646,ADANA,SEYHAN,KARAYUSUFLU,SALMANBEYLİ MAH.,01355,TK,TK
647,ADANA,SEYHAN,KARAYUSUFLU,SARIHUĞLAR MAH.,01355,TK,TK
648,ADANA,SEYHAN,KARAYUSUFLU,SERİNEVLER MAH.,01355,TK,TK
649,ADANA,SEYHAN,KARAYUSUFLU,YALMANLI MAH.,01355,TK,TK
650,ADANA,SEYHAN,KARAYUSUFLU,YENİDAM MAH.,01355,TK,TK
651,ADANA,SEYHAN,KARAYUSUFLU,YOLGEÇEN MAH.,01355,TK,TK
652,ADANA,SEYHAN,KARAYUSUFLU,ZEYTİNLİ MAH.,01355,TK,TK
653,ADANA,SEYHAN,KURUKÖPRÜ,ÇINARLI MAH.,01060,TK,TK
654,ADANA,SEYHAN,KURUKÖPRÜ,DÖŞEME MAH.,01060,TK,TK
655,ADANA,SEYHAN,KURUKÖPRÜ,HANEDAN MAH.,01060,TK,TK
656,ADANA,SEYHAN,KURUKÖPRÜ,HURMALI MAH.,01060,TK,TK
657,ADANA,SEYHAN,KURUKÖPRÜ,İSTİKLAL MAH.,01060,TK,TK
658,ADANA,SEYHAN,KURUKÖPRÜ,KOCAVEZİR MAH.,01060,TK,TK
659,ADANA,SEYHAN,KURUKÖPRÜ,KURUKÖPRÜ MAH.,01060,TK,TK
660,ADANA,SEYHAN,KÜÇÜKDİKİLİ,DİKİLİ MAH.,01430,TK,TK
661,ADANA,SEYHAN,KÜÇÜKDİKİLİ,KAVAKLI MAH.,01430,TK,TK
662,ADANA,SEYHAN,KÜÇÜKDİKİLİ,KÜÇÜKDİKİLİ MAH.,01430,TK,TK
663,ADANA,SEYHAN,KÜÇÜKDİKİLİ,KÜÇÜKDİKİLİÇINARLI MAH.,01430,TK,TK
664,ADANA,SEYHAN,KÜÇÜKDİKİLİ,MEKAN MAH.,01430,TK,TK
665,ADANA,SEYHAN,KÜÇÜKDİKİLİ,SÖGÜTLÜ MAH.,01430,TK,TK
666,ADANA,SEYHAN,MAVİBULVAR(YURT),FATİH MAH.,01160,TK,TK
667,ADANA,SEYHAN,MAVİBULVAR(YURT),PINAR MAH.,01160,TK,TK
668,ADANA,SEYHAN,MAVİBULVAR(YURT),TELLİDERE MAH.,01160,TK,TK
669,ADANA,SEYHAN,MERKEZKÖYLER,ÇABUTÇU MAH.,01355,TK,TK
670,ADANA,SEYHAN,MERKEZKÖYLER,SALMANBEYLİ MAH.,01355,TK,TK
671,ADANA,SEYHAN,MEYDAN,DUMLUPINAR MAH.,01070,TK,TK
672,ADANA,SEYHAN,MEYDAN,GÜLPINAR MAH.,01070,TK,TK
673,ADANA,SEYHAN,MEYDAN,MEYDAN MAH.,01070,TK,TK
674,ADANA,SEYHAN,MEYDAN,MİRZAÇELEBİ MAH.,01070,TK,TK
675,ADANA,SEYHAN,MEYDAN,YEŞİLYUVA MAH.,01070,TK,TK
676,ADANA,SEYHAN,SAYDAM,BARBAROS MAH.,01030,TK,TK
677,ADANA,SEYHAN,SAYDAM,BEY MAH.,01030,TK,TK
678,ADANA,SEYHAN,SAYDAM,HAVUZLUBAHÇE MAH.,01030,TK,TK
679,ADANA,SEYHAN,SAYDAM,MIDIK MAH.,01030,TK,TK
680,ADANA,SEYHAN,SAYDAM,SUCUZADE MAH.,01030,TK,TK
681,ADANA,SEYHAN,ŞAKİRPAŞA,ONUR MAH.,01100,TK,TK
682,ADANA,SEYHAN,ŞAKİRPAŞA,YEŞİLOBA MAH.,01100,TK,TK
683,ADANA,SEYHAN,YAĞCAMİ,KARASOKU MAH.,01010,TK,TK
684,ADANA,SEYHAN,YAĞCAMİ,KAYALIBAĞ MAH.,01010,TK,TK
685,ADANA,SEYHAN,YAĞCAMİ,TEPEBAĞ MAH.,01010,TK,TK
686,ADANA,SEYHAN,YAĞCAMİ,ULUCAMİİ MAH.,01010,TK,TK
687,ADANA,SEYHAN,YEŞİLEVLER,BAHÇELİEVLER MAH.,01180,TK,TK
688,ADANA,SEYHAN,YEŞİLEVLER,DEMETEVLER MAH.,01180,TK,TK
689,ADANA,SEYHAN,YEŞİLEVLER,İSMETPAŞA MAH.,01180,TK,TK
690,ADANA,SEYHAN,YEŞİLEVLER,NARLICA MAH.,01180,TK,TK
691,ADANA,SEYHAN,YEŞİLEVLER,YEŞİLEVLER MAH.,01180,TK,TK
692,ADANA,SEYHAN,YEŞİLOBA,SARIHAMZALI MAH.,01110,TK,TK
693,ADANA,SEYHAN,YEŞİLYURT,YENİBARAJ MAH.,01150,TK,TK
694,ADANA,SEYHAN,YEŞİLYURT,YEŞİLYURT MAH.,01150,TK,TK
695,ADANA,SEYHAN,ZİYAPAŞA,GAZİPAŞA MAH.,01140,TK,TK
696,ADANA,SEYHAN,ZİYAPAŞA,NAMIKKEMAL MAH.,01140,TK,TK
697,ADANA,SEYHAN,ZİYAPAŞA,SÜMER MAH.,01140,TK,TK
698,ADANA,SEYHAN,ZİYAPAŞA,ZİYAPAŞA MAH.,01140,TK,TK
699,ADANA,TUFANBEYLİ,BOZGÜNEY,BAHÇELİEVLER MAH.,01640,TK,TK
700,ADANA,TUFANBEYLİ,BOZGÜNEY,ESENTEPE MAH.,01640,TK,TK
701,ADANA,TUFANBEYLİ,MERKEZKÖYLER,AKPINAR KÖYÜ,01640,TK,TK
702,ADANA,TUFANBEYLİ,MERKEZKÖYLER,AYVAT KÖYÜ,01640,TK,TK
703,ADANA,TUFANBEYLİ,MERKEZKÖYLER,ÇAKIRLAR KÖYÜ,01640,TK,TK
704,ADANA,TUFANBEYLİ,MERKEZKÖYLER,ÇATALÇAM KÖYÜ,01640,TK,TK
705,ADANA,TUFANBEYLİ,MERKEZKÖYLER,ÇUKURKIŞLA KÖYÜ,01640,TK,TK
706,ADANA,TUFANBEYLİ,MERKEZKÖYLER,DAMLALI KÖYÜ,01640,TK,TK
707,ADANA,TUFANBEYLİ,MERKEZKÖYLER,DEMİROLUK KÖYÜ,01640,TK,TK
708,ADANA,TUFANBEYLİ,MERKEZKÖYLER,DOĞANBEYLİ KÖYÜ,01640,TK,TK
709,ADANA,TUFANBEYLİ,MERKEZKÖYLER,DOĞANLI KÖYÜ,01640,TK,TK
710,ADANA,TUFANBEYLİ,MERKEZKÖYLER,EVCİ KÖYÜ,01640,TK,TK
711,ADANA,TUFANBEYLİ,MERKEZKÖYLER,FATMAKUYU KÖYÜ,01640,TK,TK
712,ADANA,TUFANBEYLİ,MERKEZKÖYLER,GÜZELİM KÖYÜ,01640,TK,TK
713,ADANA,TUFANBEYLİ,MERKEZKÖYLER,HANYERİ KÖYÜ,01640,TK,TK
714,ADANA,TUFANBEYLİ,MERKEZKÖYLER,İĞDEBELİ KÖYÜ,01640,TK,TK
715,ADANA,TUFANBEYLİ,MERKEZKÖYLER,KARSAVURAN KÖYÜ,01640,TK,TK
716,ADANA,TUFANBEYLİ,MERKEZKÖYLER,KAYAPINAR KÖYÜ,01640,TK,TK
717,ADANA,TUFANBEYLİ,MERKEZKÖYLER,KAYIRCIK KÖYÜ,01640,TK,TK
718,ADANA,TUFANBEYLİ,MERKEZKÖYLER,KİRAZLIYURT KÖYÜ,01640,TK,TK
719,ADANA,TUFANBEYLİ,MERKEZKÖYLER,KOZCAĞIZ KÖYÜ,01640,TK,TK
720,ADANA,TUFANBEYLİ,MERKEZKÖYLER,ORTAKÖY KÖYÜ,01640,TK,TK
721,ADANA,TUFANBEYLİ,MERKEZKÖYLER,PEKMEZLİ KÖYÜ,01640,TK,TK
722,ADANA,TUFANBEYLİ,MERKEZKÖYLER,PINARLAR KÖYÜ,01640,TK,TK
723,ADANA,TUFANBEYLİ,MERKEZKÖYLER,POLATPINARI KÖYÜ,01640,TK,TK
724,ADANA,TUFANBEYLİ,MERKEZKÖYLER,ŞARKÖY KÖYÜ,01640,TK,TK
725,ADANA,TUFANBEYLİ,MERKEZKÖYLER,TAŞPINAR KÖYÜ,01640,TK,TK
726,ADANA,TUFANBEYLİ,MERKEZKÖYLER,TOZLU KÖYÜ,01640,TK,TK
727,ADANA,TUFANBEYLİ,MERKEZKÖYLER,YAMANLI KÖYÜ,01640,TK,TK
728,ADANA,TUFANBEYLİ,MERKEZKÖYLER,YEŞİLOVA KÖYÜ,01640,TK,TK
729,ADANA,TUFANBEYLİ,TUFANBEYLI,CUMHURİYET MAH.,01640,TK,TK
730,ADANA,TUFANBEYLİ,TUFANBEYLI,İSTİKLAL MAH.,01640,TK,TK
731,ADANA,TUFANBEYLİ,TUFANBEYLI,YENİCAMİİ MAH.,01640,TK,TK
732,ADANA,YUMURTALIK,KALDIRIM,BAHÇELİEVLER MAH.,01680,TK,TK
733,ADANA,YUMURTALIK,KALDIRIM,CUMHURİYET MAH.,01680,TK,TK
734,ADANA,YUMURTALIK,KALDIRIM,HÜRRİYET MAH.,01680,TK,TK
735,ADANA,YUMURTALIK,MERKEZKÖYLER,ASMALI KÖYÜ,01680,TK,TK
736,ADANA,YUMURTALIK,MERKEZKÖYLER,AYVALIK KÖYÜ,01680,TK,TK
737,ADANA,YUMURTALIK,MERKEZKÖYLER,DEMİRTAŞ KÖYÜ,01680,TK,TK
738,ADANA,YUMURTALIK,MERKEZKÖYLER,DEVECİUŞAĞI KÖYÜ,01680,TK,TK
739,ADANA,YUMURTALIK,MERKEZKÖYLER,GÖLOVASI KÖYÜ,01680,TK,TK
740,ADANA,YUMURTALIK,MERKEZKÖYLER,HAMZALI KÖYÜ,01680,TK,TK
741,ADANA,YUMURTALIK,MERKEZKÖYLER,HAYLAZLI KÖYÜ,01680,TK,TK
742,ADANA,YUMURTALIK,MERKEZKÖYLER,KALEMLİ KÖYÜ,01680,TK,TK
743,ADANA,YUMURTALIK,MERKEZKÖYLER,KESMEBURUN KÖYÜ,01680,TK,TK
744,ADANA,YUMURTALIK,MERKEZKÖYLER,KIRMIZIDAM KÖYÜ,01680,TK,TK
745,ADANA,YUMURTALIK,MERKEZKÖYLER,KUZUPINARI KÖYÜ,01680,TK,TK
746,ADANA,YUMURTALIK,MERKEZKÖYLER,NARLIÖREN KÖYÜ,01680,TK,TK
747,ADANA,YUMURTALIK,MERKEZKÖYLER,SUGÖZÜ KÖYÜ,01680,TK,TK
748,ADANA,YUMURTALIK,MERKEZKÖYLER,YENİKÖY KÖYÜ,01680,TK,TK
749,ADANA,YUMURTALIK,MERKEZKÖYLER,YUMURTALIK KÖYÜ,01680,TK,TK
750,ADANA,YUMURTALIK,YEŞİLKÖY,AYDIN MAH.,01680,TK,TK
751,ADANA,YUMURTALIK,YEŞİLKÖY,KALDIRIM MAH.,01680,TK,TK
752,ADANA,YUMURTALIK,YEŞİLKÖY,YENİ MAH.,01680,TK,TK
753,ADANA,YUMURTALIK,YUMURTALIK,AKDENİZ MAH.,01680,TK,TK
754,ADANA,YUMURTALIK,YUMURTALIK,AKYUVA MAH.,01680,TK,TK
755,ADANA,YUMURTALIK,YUMURTALIK,AYAS MAH.,01680,TK,TK
756,ADANA,YUMURTALIK,YUMURTALIK,DERVİŞİYE MAH.,01680,TK,TK
757,ADANA,YUMURTALIK,YUMURTALIK,KEMALPAŞA MAH.,01680,TK,TK
758,ADANA,YUMURTALIK,YUMURTALIK,ÖREN MAH.,01680,TK,TK
759,ADANA,YUMURTALIK,ZEYTİNBELİ,ATATÜRK MAH.,01680,TK,TK
760,ADANA,YUMURTALIK,ZEYTİNBELİ,BARBAROS MAH.,01680,TK,TK
761,ADANA,YUMURTALIK,ZEYTİNBELİ,BOZDOĞAN MAH.,01680,TK,TK
762,ADANA,YUMURTALIK,ZEYTİNBELİ,FATİH MAH.,01680,TK,TK
763,ADANA,YUMURTALIK,ZEYTİNBELİ,FUADİYE MAH.,01680,TK,TK
764,ADANA,YUMURTALIK,ZEYTİNBELİ,YENİ MAH.,01680,TK,TK
765,ADANA,YÜREĞİR,ABDİOĞLU,ABDİOĞLUCUMHURİYET MAH.,01358,TK,TK
766,ADANA,YÜREĞİR,ABDİOĞLU,BÜYÜKKAPILI MAH.,01358,TK,TK
767,ADANA,YÜREĞİR,ABDİOĞLU,CAMİLİ MAH.,01358,TK,TK
768,ADANA,YÜREĞİR,ABDİOĞLU,CIRIK MAH.,01358,TK,TK
769,ADANA,YÜREĞİR,ABDİOĞLU,ÇATALPINAR MAH.,01358,TK,TK
770,ADANA,YÜREĞİR,ABDİOĞLU,ÇİNE MAH.,01358,TK,TK
771,ADANA,YÜREĞİR,ABDİOĞLU,ÇOTLU MAH.,01358,TK,TK
772,ADANA,YÜREĞİR,ABDİOĞLU,DEDEPINAR MAH.,01358,TK,TK
773,ADANA,YÜREĞİR,ABDİOĞLU,DÜZCE MAH.,01358,TK,TK
774,ADANA,YÜREĞİR,ABDİOĞLU,ESENLER MAH.,01358,TK,TK
775,ADANA,YÜREĞİR,ABDİOĞLU,GEÇİTLİCUMHURİYET MAH.,01358,TK,TK
776,ADANA,YÜREĞİR,ABDİOĞLU,GÜMÜŞYAZI MAH.,01358,TK,TK
777,ADANA,YÜREĞİR,ABDİOĞLU,HACIALİ MAH.,01358,TK,TK
778,ADANA,YÜREĞİR,ABDİOĞLU,HEREKLİ MAH.,01358,TK,TK
779,ADANA,YÜREĞİR,ABDİOĞLU,IRMAKBAŞI MAH.,01358,TK,TK
780,ADANA,YÜREĞİR,ABDİOĞLU,KADIKÖY MAH.,01358,TK,TK
781,ADANA,YÜREĞİR,ABDİOĞLU,KARAAHMETLİ MAH.,01358,TK,TK
782,ADANA,YÜREĞİR,ABDİOĞLU,KÜTÜKLÜ MAH.,01358,TK,TK
783,ADANA,YÜREĞİR,ABDİOĞLU,ÖZLER MAH.,01358,TK,TK
784,ADANA,YÜREĞİR,ABDİOĞLU,SAKIZLI MAH.,01358,TK,TK
785,ADANA,YÜREĞİR,ABDİOĞLU,SULUCA MAH.,01358,TK,TK
786,ADANA,YÜREĞİR,ABDİOĞLU,YAHŞİLER MAH.,01358,TK,TK
787,ADANA,YÜREĞİR,ABDİOĞLU,YENİKÖY MAH.,01358,TK,TK
788,ADANA,YÜREĞİR,ABDİOĞLU,YERDELEN MAH.,01358,TK,TK
789,ADANA,YÜREĞİR,ABDİOĞLU,YUNUSOĞLU MAH.,01358,TK,TK
790,ADANA,YÜREĞİR,ABDİOĞLU,YUNUSOĞLUCUMHURİYET MAH.,01358,TK,TK
791,ADANA,YÜREĞİR,ABDİOĞLU,YUNUSOĞLUHÜRRİYET MAH.,01358,TK,TK
792,ADANA,YÜREĞİR,BAHÇELİEVLER,ANADOLU MAH.,01285,TK,TK
793,ADANA,YÜREĞİR,BAHÇELİEVLER,BAHÇELİEVLER MAH.,01285,TK,TK
794,ADANA,YÜREĞİR,BAHÇELİEVLER,DEDEKORKUT MAH.,01285,TK,TK
795,ADANA,YÜREĞİR,BAHÇELİEVLER,YEŞİLBAĞLAR MAH.,01285,TK,TK
796,ADANA,YÜREĞİR,BAHÇELİEVLER,YUNUSEMRE MAH.,01285,TK,TK
797,ADANA,YÜREĞİR,DOĞANKENT,AĞZIBÜYÜK MAH.,01370,TK,TK
798,ADANA,YÜREĞİR,DOĞANKENT,BAHÇELIEVLER MAH.,01370,TK,TK
799,ADANA,YÜREĞİR,DOĞANKENT,DANİŞMENT MAH.,01370,TK,TK
800,ADANA,YÜREĞİR,DOĞANKENT,DENİZKUYUSU MAH.,01370,TK,TK
801,ADANA,YÜREĞİR,DOĞANKENT,GAZİPAŞA MAH.,01370,TK,TK
802,ADANA,YÜREĞİR,DOĞANKENT,KIŞLA MAH.,01370,TK,TK
803,ADANA,YÜREĞİR,DOĞANKENT,PEKMEZLİ MAH.,01370,TK,TK
804,ADANA,YÜREĞİR,DOĞANKENT,SAĞDIÇLI MAH.,01370,TK,TK
805,ADANA,YÜREĞİR,DOĞANKENT,ŞIHMURAT MAH.,01370,TK,TK
806,ADANA,YÜREĞİR,HAVUTLU,AKDAM MAH.,01375,TK,TK
807,ADANA,YÜREĞİR,HAVUTLU,ALİHOCALI MAH.,01375,TK,TK
808,ADANA,YÜREĞİR,HAVUTLU,ATATÜRK MAH.,01375,TK,TK
809,ADANA,YÜREĞİR,HAVUTLU,AYDINCIK MAH.,01375,TK,TK
810,ADANA,YÜREĞİR,HAVUTLU,BEYKÖY MAH.,01375,TK,TK
811,ADANA,YÜREĞİR,HAVUTLU,ÇAĞIRKANLI MAH.,01375,TK,TK
812,ADANA,YÜREĞİR,HAVUTLU,EĞRİAĞAÇ MAH.,01375,TK,TK
813,ADANA,YÜREĞİR,HAVUTLU,GÖKÇELI MAH.,01375,TK,TK
814,ADANA,YÜREĞİR,HAVUTLU,KAMIŞLI MAH.,01375,TK,TK
815,ADANA,YÜREĞİR,HAVUTLU,KAYARLI MAH.,01375,TK,TK
816,ADANA,YÜREĞİR,HAVUTLU,KÖKLÜCE MAH.,01375,TK,TK
817,ADANA,YÜREĞİR,HAVUTLU,KÖPRÜGÖZÜ MAH.,01375,TK,TK
818,ADANA,YÜREĞİR,HAVUTLU,PAŞAKÖY MAH.,01375,TK,TK
819,ADANA,YÜREĞİR,HAVUTLU,SAZAK MAH.,01375,TK,TK
820,ADANA,YÜREĞİR,HAVUTLU,SOLAKLI MAH.,01375,TK,TK
821,ADANA,YÜREĞİR,HAVUTLU,SOLAKLICUMHURİYET MAH.,01375,TK,TK
822,ADANA,YÜREĞİR,HAVUTLU,SOLAKLIHÜRRİYET MAH.,01375,TK,TK
823,ADANA,YÜREĞİR,HAVUTLU,ŞAHİNAĞA MAH.,01375,TK,TK
824,ADANA,YÜREĞİR,HAVUTLU,TAŞÇI MAH.,01375,TK,TK
825,ADANA,YÜREĞİR,HAVUTLU,YALNIZCA MAH.,01375,TK,TK
826,ADANA,YÜREĞİR,HAVUTLU,YENİCE MAH.,01375,TK,TK
827,ADANA,YÜREĞİR,HAVUTLU,YUKARIÇİÇEKLİ MAH.,01375,TK,TK
828,ADANA,YÜREĞİR,HAVUTLU,ZAĞARLI MAH.,01375,TK,TK
829,ADANA,YÜREĞİR,KARACAOĞLAN,ATAKENT MAH.,01260,TK,TK
830,ADANA,YÜREĞİR,KARACAOĞLAN,ÇAMLIBEL MAH.,01260,TK,TK
831,ADANA,YÜREĞİR,KARACAOĞLAN,DERVİŞLER MAH.,01260,TK,TK
832,ADANA,YÜREĞİR,KARACAOĞLAN,KİREMİTHANE MAH.,01260,TK,TK
833,ADANA,YÜREĞİR,KARACAOĞLAN,MUTLU MAH.,01260,TK,TK
834,ADANA,YÜREĞİR,KARACAOĞLAN,ÖZGÜR MAH.,01260,TK,TK
835,ADANA,YÜREĞİR,KARACAOĞLAN,SARIÇAM MAH.,01260,TK,TK
